date,provider,specialty,total_appointments,attended_appointments,no_show_appointments,avg_wait_time_min,avg_visit_duration_min,total_scheduled_minutes,capacity_minutes,utilization_rate,no_show_rate,capacity_gap_minutes,utilization_status
2016-04-29,BH-24,Behavioral Health,9,8,1,16.56,27.56,248,480,0.5167,0.1111,-232,Underused
2016-04-29,CHR-01,Chronic Care,15,11,4,15.13,25.47,382,510,0.749,0.2667,-128,Balanced
2016-04-29,CHR-02,Chronic Care,16,12,4,16.5,27.25,436,510,0.8549,0.25,-74,Balanced
2016-04-29,CHR-03,Chronic Care,12,12,0,15.33,24.5,294,510,0.5765,0.0,-216,Underused
2016-04-29,CHR-04,Chronic Care,22,19,3,23.32,25.73,566,510,1.1098,0.1364,56,Overloaded
2016-04-29,CHR-05,Chronic Care,13,12,1,15.77,25.54,332,510,0.651,0.0769,-178,Balanced
2016-04-29,CHR-06,Chronic Care,14,13,1,16.0,25.43,356,510,0.698,0.0714,-154,Balanced
2016-04-29,CHR-07,Chronic Care,17,15,2,14.29,24.82,422,510,0.8275,0.1176,-88,Balanced
2016-04-29,CHR-08,Chronic Care,16,14,2,16.19,25.75,412,510,0.8078,0.125,-98,Balanced
2016-04-29,CHR-09,Chronic Care,15,11,4,14.6,26.13,392,510,0.7686,0.2667,-118,Balanced
2016-04-29,CHR-10,Chronic Care,15,13,2,15.67,25.6,384,510,0.7529,0.1333,-126,Balanced
2016-04-29,CHR-11,Chronic Care,12,11,1,15.58,25.0,300,510,0.5882,0.0833,-210,Underused
2016-04-29,CHR-12,Chronic Care,12,12,0,14.33,25.17,302,510,0.5922,0.0,-208,Underused
2016-04-29,CHR-13,Chronic Care,14,9,5,16.07,25.14,352,510,0.6902,0.3571,-158,Balanced
2016-04-29,CHR-14,Chronic Care,15,12,3,16.6,25.6,384,510,0.7529,0.2,-126,Balanced
2016-04-29,CHR-15,Chronic Care,18,14,4,15.22,25.67,462,510,0.9059,0.2222,-48,Overloaded
2016-04-29,CHR-16,Chronic Care,15,13,2,17.87,25.47,382,510,0.749,0.1333,-128,Balanced
2016-04-29,CHR-17,Chronic Care,13,11,2,16.38,26.46,344,510,0.6745,0.1538,-166,Balanced
2016-04-29,CHR-18,Chronic Care,17,15,2,16.29,26.35,448,510,0.8784,0.1176,-62,Balanced
2016-04-29,CHR-19,Chronic Care,19,16,3,16.63,25.47,484,510,0.949,0.1579,-26,Overloaded
2016-04-29,CHR-20,Chronic Care,18,16,2,17.39,25.11,452,510,0.8863,0.1111,-58,Balanced
2016-04-29,CHR-21,Chronic Care,16,12,4,16.31,25.5,408,510,0.8,0.25,-102,Balanced
2016-04-29,CHR-22,Chronic Care,13,10,3,15.08,24.62,320,510,0.6275,0.2308,-190,Balanced
2016-04-29,CHR-23,Chronic Care,8,6,2,16.5,25.5,204,510,0.4,0.25,-306,Underused
2016-04-29,CHR-24,Chronic Care,14,12,2,16.36,25.29,354,510,0.6941,0.1429,-156,Balanced
2016-04-29,FM-01,Family Medicine,28,24,4,11.86,17.29,484,540,0.8963,0.1429,-56,Balanced
2016-04-29,FM-02,Family Medicine,24,16,8,14.25,17.5,420,540,0.7778,0.3333,-120,Balanced
2016-04-29,FM-03,Family Medicine,34,29,5,21.12,17.29,588,540,1.0889,0.1471,48,Overloaded
2016-04-29,FM-04,Family Medicine,32,25,7,15.19,17.31,554,540,1.0259,0.2188,14,Overloaded
2016-04-29,FM-05,Family Medicine,20,16,4,11.25,17.4,348,540,0.6444,0.2,-192,Balanced
2016-04-29,FM-06,Family Medicine,33,24,9,18.88,17.3,571,540,1.0574,0.2727,31,Overloaded
2016-04-29,FM-07,Family Medicine,32,25,7,15.31,17.56,562,540,1.0407,0.2188,22,Overloaded
2016-04-29,FM-08,Family Medicine,37,31,6,36.27,17.49,647,540,1.1981,0.1622,107,Overloaded
2016-04-29,FM-09,Family Medicine,34,27,7,22.5,17.41,592,540,1.0963,0.2059,52,Overloaded
2016-04-29,FM-10,Family Medicine,40,36,4,49.12,17.45,698,540,1.2926,0.1,158,Overloaded
2016-04-29,FM-11,Family Medicine,45,36,9,67.44,17.49,787,540,1.4574,0.2,247,Overloaded
2016-04-29,FM-12,Family Medicine,25,16,9,12.2,17.56,439,540,0.813,0.36,-101,Balanced
2016-04-29,FM-13,Family Medicine,32,28,4,13.47,17.25,552,540,1.0222,0.125,12,Overloaded
2016-04-29,FM-14,Family Medicine,29,19,10,13.62,17.28,501,540,0.9278,0.3448,-39,Overloaded
2016-04-29,FM-15,Family Medicine,31,28,3,14.0,17.26,535,540,0.9907,0.0968,-5,Overloaded
2016-04-29,FM-16,Family Medicine,30,27,3,13.33,17.2,516,540,0.9556,0.1,-24,Overloaded
2016-04-29,FM-17,Family Medicine,26,21,5,12.12,17.38,452,540,0.837,0.1923,-88,Balanced
2016-04-29,FM-18,Family Medicine,29,25,4,13.59,17.48,507,540,0.9389,0.1379,-33,Overloaded
2016-04-29,FM-19,Family Medicine,35,32,3,26.71,17.4,609,540,1.1278,0.0857,69,Overloaded
2016-04-29,FM-20,Family Medicine,23,20,3,10.48,17.43,401,540,0.7426,0.1304,-139,Balanced
2016-04-29,FM-21,Family Medicine,28,22,6,10.93,17.36,486,540,0.9,0.2143,-54,Overloaded
2016-04-29,FM-22,Family Medicine,27,21,6,13.0,17.44,471,540,0.8722,0.2222,-69,Balanced
2016-04-29,FM-23,Family Medicine,36,32,4,31.17,17.39,626,540,1.1593,0.1111,86,Overloaded
2016-04-29,FM-24,Family Medicine,23,17,6,11.65,17.61,405,540,0.75,0.2609,-135,Balanced
2016-04-29,GER-01,Geriatrics,20,19,1,32.1,32.2,644,480,1.3417,0.05,164,Overloaded
2016-04-29,GER-02,Geriatrics,16,15,1,19.31,32.12,514,480,1.0708,0.0625,34,Overloaded
2016-04-29,GER-03,Geriatrics,15,11,4,16.2,33.53,503,480,1.0479,0.2667,23,Overloaded
2016-04-29,GER-04,Geriatrics,14,11,3,17.43,33.29,466,480,0.9708,0.2143,-14,Overloaded
2016-04-29,GER-05,Geriatrics,17,14,3,19.59,31.82,541,480,1.1271,0.1765,61,Overloaded
2016-04-29,GER-06,Geriatrics,11,9,2,13.82,31.18,343,480,0.7146,0.1818,-137,Balanced
2016-04-29,GER-07,Geriatrics,16,14,2,20.06,33.62,538,480,1.1208,0.125,58,Overloaded
2016-04-29,GER-08,Geriatrics,13,12,1,13.54,33.0,429,480,0.8938,0.0769,-51,Balanced
2016-04-29,GER-09,Geriatrics,12,8,4,14.83,34.0,408,480,0.85,0.3333,-72,Balanced
2016-04-29,GER-10,Geriatrics,12,8,4,13.0,32.67,392,480,0.8167,0.3333,-88,Balanced
2016-04-29,GER-11,Geriatrics,19,15,4,32.89,33.63,639,480,1.3312,0.2105,159,Overloaded
2016-04-29,GER-12,Geriatrics,16,16,0,22.81,34.25,548,480,1.1417,0.0,68,Overloaded
2016-04-29,GER-13,Geriatrics,19,19,0,31.47,33.63,639,480,1.3312,0.0,159,Overloaded
2016-04-29,GER-14,Geriatrics,12,10,2,15.92,33.67,404,480,0.8417,0.1667,-76,Balanced
2016-04-29,GER-15,Geriatrics,18,15,3,21.78,31.33,564,480,1.175,0.1667,84,Overloaded
2016-04-29,GER-16,Geriatrics,15,13,2,19.67,33.8,507,480,1.0562,0.1333,27,Overloaded
2016-04-29,GER-17,Geriatrics,20,18,2,35.25,33.1,662,480,1.3792,0.1,182,Overloaded
2016-04-29,GER-18,Geriatrics,16,16,0,21.88,33.5,536,480,1.1167,0.0,56,Overloaded
2016-04-29,GER-19,Geriatrics,13,12,1,13.54,33.0,429,480,0.8938,0.0769,-51,Balanced
2016-04-29,GER-20,Geriatrics,26,22,4,59.42,33.15,862,480,1.7958,0.1538,382,Overloaded
2016-04-29,GER-21,Geriatrics,16,14,2,17.0,32.12,514,480,1.0708,0.125,34,Overloaded
2016-04-29,GER-22,Geriatrics,12,10,2,12.25,32.5,390,480,0.8125,0.1667,-90,Balanced
2016-04-29,GER-23,Geriatrics,16,15,1,18.0,32.25,516,480,1.075,0.0625,36,Overloaded
2016-04-29,GER-24,Geriatrics,11,8,3,14.55,31.0,341,480,0.7104,0.2727,-139,Balanced
2016-04-29,PED-01,Pediatrics,36,33,3,14.53,15.39,554,540,1.0259,0.0833,14,Overloaded
2016-04-29,PED-02,Pediatrics,37,29,8,18.54,15.3,566,540,1.0481,0.2162,26,Overloaded
2016-04-29,PED-03,Pediatrics,39,31,8,25.03,15.15,591,540,1.0944,0.2051,51,Overloaded
2016-04-29,PED-04,Pediatrics,34,25,9,11.68,15.18,516,540,0.9556,0.2647,-24,Overloaded
2016-04-29,PED-05,Pediatrics,38,30,8,24.32,15.42,586,540,1.0852,0.2105,46,Overloaded
2016-04-29,PED-06,Pediatrics,41,29,12,34.88,15.29,627,540,1.1611,0.2927,87,Overloaded
2016-04-29,PED-07,Pediatrics,43,34,9,43.33,15.49,666,540,1.2333,0.2093,126,Overloaded
2016-04-29,PED-08,Pediatrics,26,19,7,13.0,15.27,397,540,0.7352,0.2692,-143,Balanced
2016-04-29,PED-09,Pediatrics,44,33,11,44.73,15.27,672,540,1.2444,0.25,132,Overloaded
2016-04-29,PED-10,Pediatrics,46,38,8,54.74,15.3,704,540,1.3037,0.1739,164,Overloaded
2016-04-29,PED-11,Pediatrics,27,20,7,11.74,15.33,414,540,0.7667,0.2593,-126,Balanced
2016-04-29,PED-12,Pediatrics,40,33,7,30.68,15.22,609,540,1.1278,0.175,69,Overloaded
2016-04-29,PED-13,Pediatrics,31,24,7,11.74,15.16,470,540,0.8704,0.2258,-70,Balanced
2016-04-29,PED-14,Pediatrics,25,21,4,11.56,15.28,382,540,0.7074,0.16,-158,Balanced
2016-04-29,PED-15,Pediatrics,31,22,9,12.58,15.45,479,540,0.887,0.2903,-61,Balanced
2016-04-29,PED-16,Pediatrics,41,34,7,35.34,15.2,623,540,1.1537,0.1707,83,Overloaded
2016-04-29,PED-17,Pediatrics,30,24,6,11.97,15.3,459,540,0.85,0.2,-81,Balanced
2016-04-29,PED-18,Pediatrics,39,29,10,25.64,15.28,596,540,1.1037,0.2564,56,Overloaded
2016-04-29,PED-19,Pediatrics,32,28,4,11.19,15.41,493,540,0.913,0.125,-47,Overloaded
2016-04-29,PED-20,Pediatrics,35,26,9,15.14,15.46,541,540,1.0019,0.2571,1,Overloaded
2016-04-29,PED-21,Pediatrics,35,24,11,11.74,15.31,536,540,0.9926,0.3143,-4,Overloaded
2016-04-29,PED-22,Pediatrics,35,27,8,13.34,15.31,536,540,0.9926,0.2286,-4,Overloaded
2016-04-29,PED-23,Pediatrics,24,17,7,11.08,15.08,362,540,0.6704,0.2917,-178,Balanced
2016-04-29,PED-24,Pediatrics,31,27,4,12.74,15.1,468,540,0.8667,0.129,-72,Balanced
2016-04-29,REH-01,Rehabilitation,4,4,0,19.75,38.25,153,450,0.34,0.0,-297,Underused
2016-04-29,REH-02,Rehabilitation,5,5,0,21.0,38.6,193,450,0.4289,0.0,-257,Underused
2016-04-29,REH-03,Rehabilitation,6,6,0,17.0,37.33,224,450,0.4978,0.0,-226,Underused
2016-04-29,REH-05,Rehabilitation,3,3,0,17.0,38.0,114,450,0.2533,0.0,-336,Underused
2016-04-29,REH-06,Rehabilitation,3,3,0,18.33,40.0,120,450,0.2667,0.0,-330,Underused
2016-04-29,REH-08,Rehabilitation,1,1,0,16.0,32.0,32,450,0.0711,0.0,-418,Underused
2016-04-29,REH-09,Rehabilitation,2,2,0,19.0,35.0,70,450,0.1556,0.0,-380,Underused
2016-04-29,REH-10,Rehabilitation,3,2,1,18.0,37.67,113,450,0.2511,0.3333,-337,Underused
2016-04-29,REH-12,Rehabilitation,3,3,0,19.0,41.33,124,450,0.2756,0.0,-326,Underused
2016-04-29,REH-13,Rehabilitation,2,1,1,18.5,35.5,71,450,0.1578,0.5,-379,Underused
2016-04-29,REH-14,Rehabilitation,2,2,0,18.5,37.0,74,450,0.1644,0.0,-376,Underused
2016-04-29,REH-15,Rehabilitation,2,2,0,16.0,31.0,62,450,0.1378,0.0,-388,Underused
2016-04-29,REH-16,Rehabilitation,7,6,1,17.29,37.71,264,450,0.5867,0.1429,-186,Underused
2016-04-29,REH-17,Rehabilitation,3,3,0,15.33,36.67,110,450,0.2444,0.0,-340,Underused
2016-04-29,REH-18,Rehabilitation,1,1,0,27.0,40.0,40,450,0.0889,0.0,-410,Underused
2016-04-29,REH-19,Rehabilitation,3,3,0,17.0,35.67,107,450,0.2378,0.0,-343,Underused
2016-04-29,REH-20,Rehabilitation,3,3,0,20.33,35.33,106,450,0.2356,0.0,-344,Underused
2016-04-29,REH-21,Rehabilitation,1,1,0,18.0,34.0,34,450,0.0756,0.0,-416,Underused
2016-04-29,REH-22,Rehabilitation,6,5,1,17.67,35.33,212,450,0.4711,0.1667,-238,Underused
2016-04-29,REH-23,Rehabilitation,4,3,1,16.25,36.5,146,450,0.3244,0.25,-304,Underused
2016-04-29,REH-24,Rehabilitation,1,1,0,17.0,47.0,47,450,0.1044,0.0,-403,Underused
2016-04-29,WH-01,Women's Health,24,17,7,10.92,18.33,440,540,0.8148,0.2917,-100,Balanced
2016-04-29,WH-02,Women's Health,36,28,8,39.36,18.56,668,540,1.237,0.2222,128,Overloaded
2016-04-29,WH-03,Women's Health,33,24,9,27.73,18.67,616,540,1.1407,0.2727,76,Overloaded
2016-04-29,WH-04,Women's Health,30,26,4,16.5,18.67,560,540,1.037,0.1333,20,Overloaded
2016-04-29,WH-05,Women's Health,30,24,6,12.23,18.27,548,540,1.0148,0.2,8,Overloaded
2016-04-29,WH-06,Women's Health,46,38,8,80.13,18.74,862,540,1.5963,0.1739,322,Overloaded
2016-04-29,WH-07,Women's Health,32,24,8,22.12,18.5,592,540,1.0963,0.25,52,Overloaded
2016-04-29,WH-08,Women's Health,39,31,8,50.38,18.51,722,540,1.337,0.2051,182,Overloaded
2016-04-29,WH-09,Women's Health,37,24,13,42.81,18.59,688,540,1.2741,0.3514,148,Overloaded
2016-04-29,WH-10,Women's Health,31,25,6,20.39,18.71,580,540,1.0741,0.1935,40,Overloaded
2016-04-29,WH-11,Women's Health,33,29,4,27.94,18.67,616,540,1.1407,0.1212,76,Overloaded
2016-04-29,WH-12,Women's Health,29,23,6,15.97,18.9,548,540,1.0148,0.2069,8,Overloaded
2016-04-29,WH-13,Women's Health,26,16,10,11.35,18.77,488,540,0.9037,0.3846,-52,Overloaded
2016-04-29,WH-14,Women's Health,26,22,4,11.77,18.62,484,540,0.8963,0.1538,-56,Balanced
2016-04-29,WH-15,Women's Health,38,28,10,47.5,18.63,708,540,1.3111,0.2632,168,Overloaded
2016-04-29,WH-16,Women's Health,31,23,8,21.32,19.03,590,540,1.0926,0.2581,50,Overloaded
2016-04-29,WH-17,Women's Health,27,20,7,11.85,18.89,510,540,0.9444,0.2593,-30,Overloaded
2016-04-29,WH-18,Women's Health,28,21,7,14.07,18.79,526,540,0.9741,0.25,-14,Overloaded
2016-04-29,WH-19,Women's Health,24,19,5,11.04,18.67,448,540,0.8296,0.2083,-92,Balanced
2016-04-29,WH-20,Women's Health,36,28,8,41.19,18.83,678,540,1.2556,0.2222,138,Overloaded
2016-04-29,WH-21,Women's Health,35,27,8,33.63,18.46,646,540,1.1963,0.2286,106,Overloaded
2016-04-29,WH-22,Women's Health,40,26,14,55.22,18.7,748,540,1.3852,0.35,208,Overloaded
2016-04-29,WH-23,Women's Health,27,20,7,11.33,18.67,504,540,0.9333,0.2593,-36,Overloaded
2016-04-29,WH-24,Women's Health,39,27,12,53.08,18.92,738,540,1.3667,0.3077,198,Overloaded
2016-05-02,BH-01,Behavioral Health,8,7,1,15.75,28.0,224,480,0.4667,0.125,-256,Underused
2016-05-02,BH-02,Behavioral Health,5,5,0,16.4,29.6,148,480,0.3083,0.0,-332,Underused
2016-05-02,BH-03,Behavioral Health,4,4,0,17.75,30.5,122,480,0.2542,0.0,-358,Underused
2016-05-02,BH-04,Behavioral Health,8,6,2,15.75,27.0,216,480,0.45,0.25,-264,Underused
2016-05-02,BH-05,Behavioral Health,3,3,0,16.0,28.67,86,480,0.1792,0.0,-394,Underused
2016-05-02,BH-06,Behavioral Health,5,3,2,15.6,27.2,136,480,0.2833,0.4,-344,Underused
2016-05-02,BH-07,Behavioral Health,7,4,3,15.14,28.0,196,480,0.4083,0.4286,-284,Underused
2016-05-02,BH-08,Behavioral Health,7,7,0,16.86,28.29,198,480,0.4125,0.0,-282,Underused
2016-05-02,BH-09,Behavioral Health,5,5,0,16.6,27.2,136,480,0.2833,0.0,-344,Underused
2016-05-02,BH-10,Behavioral Health,1,1,0,24.0,30.0,30,480,0.0625,0.0,-450,Underused
2016-05-02,BH-11,Behavioral Health,8,7,1,16.88,28.5,228,480,0.475,0.125,-252,Underused
2016-05-02,BH-12,Behavioral Health,6,6,0,16.17,28.33,170,480,0.3542,0.0,-310,Underused
2016-05-02,BH-13,Behavioral Health,8,6,2,16.25,29.0,232,480,0.4833,0.25,-248,Underused
2016-05-02,BH-14,Behavioral Health,5,5,0,17.6,28.0,140,480,0.2917,0.0,-340,Underused
2016-05-02,BH-15,Behavioral Health,3,3,0,16.67,26.0,78,480,0.1625,0.0,-402,Underused
2016-05-02,BH-16,Behavioral Health,7,5,2,15.86,28.57,200,480,0.4167,0.2857,-280,Underused
2016-05-02,BH-17,Behavioral Health,5,3,2,14.6,26.8,134,480,0.2792,0.4,-346,Underused
2016-05-02,BH-18,Behavioral Health,10,7,3,17.8,27.6,276,480,0.575,0.3,-204,Underused
2016-05-02,BH-19,Behavioral Health,4,3,1,14.25,28.0,112,480,0.2333,0.25,-368,Underused
2016-05-02,BH-20,Behavioral Health,3,2,1,15.0,26.0,78,480,0.1625,0.3333,-402,Underused
2016-05-02,BH-21,Behavioral Health,2,2,0,15.0,30.0,60,480,0.125,0.0,-420,Underused
2016-05-02,BH-22,Behavioral Health,4,3,1,16.75,27.0,108,480,0.225,0.25,-372,Underused
2016-05-02,BH-23,Behavioral Health,2,1,1,13.5,28.0,56,480,0.1167,0.5,-424,Underused
2016-05-02,BH-24,Behavioral Health,7,6,1,16.14,27.43,192,480,0.4,0.1429,-288,Underused
2016-05-02,CHR-01,Chronic Care,36,28,8,76.42,25.06,902,510,1.7686,0.2222,392,Overloaded
2016-05-02,CHR-02,Chronic Care,23,18,5,28.87,25.48,586,510,1.149,0.2174,76,Overloaded
2016-05-02,CHR-03,Chronic Care,19,15,4,15.89,25.26,480,510,0.9412,0.2105,-30,Overloaded
2016-05-02,CHR-04,Chronic Care,23,20,3,27.78,25.65,590,510,1.1569,0.1304,80,Overloaded
2016-05-02,CHR-05,Chronic Care,22,17,5,24.05,25.91,570,510,1.1176,0.2273,60,Overloaded
2016-05-02,CHR-06,Chronic Care,37,36,1,85.08,25.73,952,510,1.8667,0.027,442,Overloaded
2016-05-02,CHR-07,Chronic Care,15,11,4,13.47,24.27,364,510,0.7137,0.2667,-146,Balanced
2016-05-02,CHR-08,Chronic Care,15,13,2,15.33,25.73,386,510,0.7569,0.1333,-124,Balanced
2016-05-02,CHR-09,Chronic Care,16,13,3,14.75,25.5,408,510,0.8,0.1875,-102,Balanced
2016-05-02,CHR-10,Chronic Care,21,17,4,18.95,24.86,522,510,1.0235,0.1905,12,Overloaded
2016-05-02,CHR-11,Chronic Care,24,17,7,30.04,25.33,608,510,1.1922,0.2917,98,Overloaded
2016-05-02,CHR-12,Chronic Care,17,13,4,16.71,25.53,434,510,0.851,0.2353,-76,Balanced
2016-05-02,CHR-13,Chronic Care,23,18,5,24.74,25.04,576,510,1.1294,0.2174,66,Overloaded
2016-05-02,CHR-14,Chronic Care,22,19,3,23.55,25.0,550,510,1.0784,0.1364,40,Overloaded
2016-05-02,CHR-15,Chronic Care,18,16,2,14.44,25.67,462,510,0.9059,0.1111,-48,Overloaded
2016-05-02,CHR-16,Chronic Care,19,15,4,16.89,25.47,484,510,0.949,0.2105,-26,Overloaded
2016-05-02,CHR-17,Chronic Care,22,18,4,20.73,24.91,548,510,1.0745,0.1818,38,Overloaded
2016-05-02,CHR-18,Chronic Care,25,18,7,36.16,25.68,642,510,1.2588,0.28,132,Overloaded
2016-05-02,CHR-19,Chronic Care,32,22,10,62.59,25.38,812,510,1.5922,0.3125,302,Overloaded
2016-05-02,CHR-20,Chronic Care,20,14,6,16.25,25.1,502,510,0.9843,0.3,-8,Overloaded
2016-05-02,CHR-21,Chronic Care,24,22,2,28.12,25.17,604,510,1.1843,0.0833,94,Overloaded
2016-05-02,CHR-22,Chronic Care,22,20,2,21.68,24.82,546,510,1.0706,0.0909,36,Overloaded
2016-05-02,CHR-23,Chronic Care,20,16,4,17.65,25.3,506,510,0.9922,0.2,-4,Overloaded
2016-05-02,CHR-24,Chronic Care,15,13,2,16.0,25.87,388,510,0.7608,0.1333,-122,Balanced
2016-05-02,FM-01,Family Medicine,50,43,7,84.98,17.28,864,540,1.6,0.14,324,Overloaded
2016-05-02,FM-02,Family Medicine,41,35,6,48.78,17.2,705,540,1.3056,0.1463,165,Overloaded
2016-05-02,FM-03,Family Medicine,51,42,9,87.65,17.16,875,540,1.6204,0.1765,335,Overloaded
2016-05-02,FM-04,Family Medicine,46,33,13,71.5,17.43,802,540,1.4852,0.2826,262,Overloaded
2016-05-02,FM-05,Family Medicine,42,33,9,52.02,17.14,720,540,1.3333,0.2143,180,Overloaded
2016-05-02,FM-06,Family Medicine,38,32,6,37.87,17.26,656,540,1.2148,0.1579,116,Overloaded
2016-05-02,FM-07,Family Medicine,41,32,9,48.78,17.29,709,540,1.313,0.2195,169,Overloaded
2016-05-02,FM-08,Family Medicine,47,38,9,75.19,17.3,813,540,1.5056,0.1915,273,Overloaded
2016-05-02,FM-09,Family Medicine,43,34,9,57.67,17.28,743,540,1.3759,0.2093,203,Overloaded
2016-05-02,FM-10,Family Medicine,42,33,9,52.83,17.14,720,540,1.3333,0.2143,180,Overloaded
2016-05-02,FM-11,Family Medicine,42,38,4,53.5,17.24,724,540,1.3407,0.0952,184,Overloaded
2016-05-02,FM-12,Family Medicine,44,35,9,63.75,17.5,770,540,1.4259,0.2045,230,Overloaded
2016-05-02,FM-13,Family Medicine,31,24,7,12.39,17.19,533,540,0.987,0.2258,-7,Overloaded
2016-05-02,FM-14,Family Medicine,46,37,9,69.76,17.22,792,540,1.4667,0.1957,252,Overloaded
2016-05-02,FM-15,Family Medicine,40,32,8,48.45,17.55,702,540,1.3,0.2,162,Overloaded
2016-05-02,FM-16,Family Medicine,41,30,11,51.59,17.44,715,540,1.3241,0.2683,175,Overloaded
2016-05-02,FM-17,Family Medicine,23,16,7,10.91,17.17,395,540,0.7315,0.3043,-145,Balanced
2016-05-02,FM-18,Family Medicine,51,43,8,88.8,17.24,879,540,1.6278,0.1569,339,Overloaded
2016-05-02,FM-19,Family Medicine,43,31,12,59.12,17.51,753,540,1.3944,0.2791,213,Overloaded
2016-05-02,FM-20,Family Medicine,36,26,10,29.61,17.22,620,540,1.1481,0.2778,80,Overloaded
2016-05-02,FM-21,Family Medicine,40,28,12,44.2,17.25,690,540,1.2778,0.3,150,Overloaded
2016-05-02,FM-22,Family Medicine,49,39,10,83.33,17.49,857,540,1.587,0.2041,317,Overloaded
2016-05-02,FM-23,Family Medicine,46,40,6,69.72,17.26,794,540,1.4704,0.1304,254,Overloaded
2016-05-02,FM-24,Family Medicine,54,45,9,95.0,17.33,936,540,1.7333,0.1667,396,Overloaded
2016-05-02,GER-01,Geriatrics,14,13,1,13.79,32.43,454,480,0.9458,0.0714,-26,Overloaded
2016-05-02,GER-02,Geriatrics,20,18,2,32.75,32.5,650,480,1.3542,0.1,170,Overloaded
2016-05-02,GER-03,Geriatrics,29,27,2,68.93,32.38,939,480,1.9562,0.069,459,Overloaded
2016-05-02,GER-04,Geriatrics,21,18,3,35.1,31.29,657,480,1.3688,0.1429,177,Overloaded
2016-05-02,GER-05,Geriatrics,16,16,0,18.25,32.5,520,480,1.0833,0.0,40,Overloaded
2016-05-02,GER-06,Geriatrics,22,20,2,41.41,32.27,710,480,1.4792,0.0909,230,Overloaded
2016-05-02,GER-07,Geriatrics,30,27,3,74.3,33.13,994,480,2.0708,0.1,514,Overloaded
2016-05-02,GER-08,Geriatrics,21,18,3,37.33,32.43,681,480,1.4188,0.1429,201,Overloaded
2016-05-02,GER-09,Geriatrics,25,22,3,52.32,32.12,803,480,1.6729,0.12,323,Overloaded
2016-05-02,GER-10,Geriatrics,25,21,4,52.6,32.04,801,480,1.6688,0.16,321,Overloaded
2016-05-02,GER-11,Geriatrics,26,18,8,53.96,31.62,822,480,1.7125,0.3077,342,Overloaded
2016-05-02,GER-12,Geriatrics,22,20,2,42.09,32.45,714,480,1.4875,0.0909,234,Overloaded
2016-05-02,GER-13,Geriatrics,23,18,5,43.26,32.22,741,480,1.5438,0.2174,261,Overloaded
2016-05-02,GER-14,Geriatrics,16,12,4,22.44,33.38,534,480,1.1125,0.25,54,Overloaded
2016-05-02,GER-15,Geriatrics,17,15,2,22.12,32.76,557,480,1.1604,0.1176,77,Overloaded
2016-05-02,GER-16,Geriatrics,24,20,4,52.88,33.33,800,480,1.6667,0.1667,320,Overloaded
2016-05-02,GER-17,Geriatrics,31,28,3,78.32,32.87,1019,480,2.1229,0.0968,539,Overloaded
